# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.989988826215267181e-03 9.780418127775192261e-03 4.543891847133636475e-01 8.989988826215267181e-03 9.780418127775192261e-03 4.543891847133636475e-01
1.000000000000000000e+03 4.014712944626808167e-02 7.335601258091628551e-04 5.527087301015853882e-02 4.014712944626808167e-02 7.335601258091628551e-04 5.527087301015853882e-02
2.000000000000000000e+03 3.092439472675323486e-02 8.281924237962812185e-05 4.362093284726142883e-02 3.092439472675323486e-02 8.281924237962812185e-05 4.362093284726142883e-02
3.000000000000000000e+03 1.802353560924530029e-02 5.712174970540218055e-05 2.162470296025276184e-02 1.802353560924530029e-02 5.712174970540218055e-05 2.162470296025276184e-02
4.000000000000000000e+03 8.716423064470291138e-03 4.009085023426450789e-05 7.767880801111459732e-03 8.716423064470291138e-03 4.009085023426450789e-05 7.767880801111459732e-03
5.000000000000000000e+03 6.306736264377832413e-03 1.588570921740029007e-05 5.203982815146446228e-03 6.306736264377832413e-03 1.588570921740029007e-05 5.203982815146446228e-03
6.000000000000000000e+03 5.580833647400140762e-03 1.209515721711795777e-05 3.504276741296052933e-03 5.580833647400140762e-03 1.209515721711795777e-05 3.504276741296052933e-03
7.000000000000000000e+03 3.577570198103785515e-03 1.263997000933159143e-05 2.646398963406682014e-03 3.577570198103785515e-03 1.263997000933159143e-05 2.646398963406682014e-03
8.000000000000000000e+03 3.313519060611724854e-03 1.173659256892278790e-05 2.383196260780096054e-03 3.313519060611724854e-03 1.173659256892278790e-05 2.383196260780096054e-03
9.000000000000000000e+03 2.196343615651130676e-03 1.030869862006511539e-05 2.192163839936256409e-03 2.196343615651130676e-03 1.030869862006511539e-05 2.192163839936256409e-03
1.000000000000000000e+04 1.835355185903608799e-03 9.480381777393631637e-06 2.011765493080019951e-03 1.835355185903608799e-03 9.480381777393631637e-06 2.011765493080019951e-03
1.100000000000000000e+04 1.591542502865195274e-03 8.276642802229616791e-06 1.902380026876926422e-03 1.591542502865195274e-03 8.276642802229616791e-06 1.902380026876926422e-03
1.200000000000000000e+04 1.395205152221024036e-03 7.143849416024750099e-06 1.788396388292312622e-03 1.395205152221024036e-03 7.143849416024750099e-06 1.788396388292312622e-03
1.300000000000000000e+04 1.284833415411412716e-03 6.253729225136339664e-06 1.688887365162372589e-03 1.284833415411412716e-03 6.253729225136339664e-06 1.688887365162372589e-03
1.400000000000000000e+04 1.187678426504135132e-03 5.270879228191915900e-06 1.575541333295404911e-03 1.187678426504135132e-03 5.270879228191915900e-06 1.575541333295404911e-03
1.500000000000000000e+04 1.130241551436483860e-03 4.704079856310272589e-06 1.418835483491420746e-03 1.130241551436483860e-03 4.704079856310272589e-06 1.418835483491420746e-03
1.500000000000000000e+04 1.130241551436483860e-03 4.704079856310272589e-06 1.418835483491420746e-03 1.130241551436483860e-03 4.704079856310272589e-06 1.418835483491420746e-03
1.600000000000000000e+04 1.298994611715897918e-04 7.364093903561297338e-07 3.809272311627864838e-05 1.298994611715897918e-04 7.364093903561297338e-07 3.809272311627864838e-05
1.700000000000000000e+04 4.827468001167289913e-05 3.398774026663886616e-07 6.808485522924456745e-06 4.827468001167289913e-05 3.398774026663886616e-07 6.808485522924456745e-06
1.800000000000000000e+04 2.360250437050126493e-05 1.464915158067015000e-07 2.370908532611792907e-06 2.360250437050126493e-05 1.464915158067015000e-07 2.370908532611792907e-06
1.900000000000000000e+04 1.346158296655630693e-05 8.608863311110326322e-08 1.486293626840051729e-06 1.346158296655630693e-05 8.608863311110326322e-08 1.486293626840051729e-06
2.000000000000000000e+04 8.428571163676679134e-06 6.518654060982953524e-08 6.614511107727594208e-07 8.428571163676679134e-06 6.518654060982953524e-08 6.614511107727594208e-07
2.100000000000000000e+04 6.097780897107440978e-06 2.510558338997270766e-08 3.992810491126874695e-07 6.097780897107440978e-06 2.510558338997270766e-08 3.992810491126874695e-07
2.200000000000000000e+04 6.044444489816669375e-06 2.306661350814920297e-08 4.135621907153108623e-07 6.044444489816669375e-06 2.306661350814920297e-08 4.135621907153108623e-07
2.300000000000000000e+04 6.033925274095963687e-06 2.360768469600316166e-08 4.126617056954273721e-07 6.033925274095963687e-06 2.360768469600316166e-08 4.126617056954273721e-07
2.400000000000000000e+04 6.025248239893699065e-06 2.397377230067831988e-08 4.119634979815600673e-07 6.025248239893699065e-06 2.397377230067831988e-08 4.119634979815600673e-07
2.500000000000000000e+04 6.017974101268919185e-06 2.424977729731381260e-08 4.113130671612452716e-07 6.017974101268919185e-06 2.424977729731381260e-08 4.113130671612452716e-07
2.600000000000000000e+04 6.011108780512586236e-06 2.444163271775323665e-08 4.107400002340000356e-07 6.011108780512586236e-06 2.444163271775323665e-08 4.107400002340000356e-07
2.700000000000000000e+04 6.005024715705076233e-06 2.459760750639361504e-08 4.101131594325124752e-07 6.005024715705076233e-06 2.459760750639361504e-08 4.101131594325124752e-07
2.800000000000000000e+04 5.999848781357286498e-06 2.469980664443482965e-08 4.095022063665965106e-07 5.999848781357286498e-06 2.469980664443482965e-08 4.095022063665965106e-07
2.900000000000000000e+04 5.995188530505402014e-06 2.484470584818154748e-08 4.088918501565785846e-07 5.995188530505402014e-06 2.484470584818154748e-08 4.088918501565785846e-07
3.000000000000000000e+04 5.990105819364544004e-06 2.492812711807346204e-08 4.084216129740525503e-07 5.990105819364544004e-06 2.492812711807346204e-08 4.084216129740525503e-07
